text,labels,split
You deliberately kill an innocent human being .,['FETAL/NEWBORN RIGHTS'],train
Killing deprives the victim of life .,['FETAL/NEWBORN RIGHTS'],train
"We can all point to other people who are bigger , stronger , smarter , or less dependent than we are , but that does n't make our life any less valuable , or any less deserving of protection .",['FETAL/NEWBORN RIGHTS'],train
"The loss of life is the greatest possible loss anyone can suffer because it deprives us of all the experiences and enjoyments that otherwise would have been part of our futures , which we now value or would have come to value .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
"One thing about life is people make mistakes and they deserve to learn from them , not throw away their future .",['RESPONSIBILITY'],train
And I hope one day we get to the point where we respect life in its fullest form across the board .,['FETAL/NEWBORN RIGHTS'],train
"We envision a better day , a day when womanhood is celebrated , mothers are supported , fatherhood is honored and every child is cherished .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"The second virtue of Pollitt ’s book is that — with the help of some arguments from the late Ronald Dworkin , in particular — it takes seriously , and seriously refutes , the metaphysical arguments that claim some ethical seriousness in the view that a fertilized egg is equivalent to a human being .",['FETAL/NEWBORN RIGHTS'],train
"Decrying the sexual exploitation of women in A Vindication of the Rights of Woman , Wollstonecraft also condemned those who would “ either destroy the embryo in the womb or cast it off when born , ” saying : “ Nature in everything deserves respect , and those who violate her laws seldom violate them with impunity . ”","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'FETAL/NEWBORN RIGHTS']",train
"For me and my husband , who see it this way , it would have violated our moral values to carry forward a fetus infested with parasites , as in our first pregnancy , or one with knowable genetic defects , which we ruled out in the second .",['FETAL DEFECTS/DISABILITIES'],train
"If the unborn child has deformities ( according to the doctors via ultrasound ) , I would still carry the child to term , because there is always the possibility that the doctors could be wrong .",['FETAL DEFECTS/DISABILITIES'],train
"There would be zero chance of having a normal child with all the drugs in your body . """,['FETAL DEFECTS/DISABILITIES'],train
"( At the time , parental consent seemed appropriate enough to be required for a child given an aspirin at school , but not an abortion in a clinic ! ) """,['PARENTAL CONSENT'],train
"It was amazing to me that minors were required to get parental consent before getting ears pierced or a tattoo , but they were allowed to have this major surgical procedure without their parents having any say whatsoever . """,['PARENTAL CONSENT'],train
"In fact , during congressional testimony , Dr. Warren Seigel , an expert in adolescent medicine , stated that legislation mandating parental involvement ' represents bad medicine and places politics before the health of our youth . ' """,['PARENTAL CONSENT'],train
"I know of no other non-emergency , elective medical procedure in which it is considered controversial to ascribe authority -- and responsibility -- to parents when the patient is a minor .",['PARENTAL CONSENT'],train
"Regarding parental notification , I would oppose any legislation that does not include a bypass provision for minors who have been victims of , or have reason to fear , physical or sexual abuse . """,['PARENTAL CONSENT'],train
A law requiring parental notification would strengthen the family unit .,['PARENTAL CONSENT'],train
No one is obligated to be a mother or parent .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"We should start by addressing the needs of women — for family housing , child care , maternity coverage , for the ability to telecommute to school or work , to job-share , to make a living wage and to find practical resources .","['CONSEQUENCES OF CHILDBIRTH', ""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"If I ' m president I will invoke the Fifth and 14th Amendment of the Constitution and protect unborn life … What we need to be doing … with abortion , and the destruction of innocent human life , what Lincoln and the early Republican Party did with slavery 130 years ago , and that is bringing abolition to it . """,['FETAL/NEWBORN RIGHTS'],train
"A law ca n't say , "" Do not kill people , but we ' re not really sure when people begin to exist .",['FETAL/NEWBORN RIGHTS'],train
Financial hardship is not a legitimate reason for taking an innocent human life .,"['CONSEQUENCES OF CHILDBIRTH', 'FETAL/NEWBORN RIGHTS']",train
Dependence on another is not a reason to kill the helpless .,['FETAL/NEWBORN RIGHTS'],train
"A person in a coma , helpless , unaware , unmoving , is still human by nature and it is wrong to murder such a person .",['FETAL/NEWBORN RIGHTS'],train
"If we would respect the bodily autonomy of a sleeping or unconscious born person by not killing him , then would n’t we bound to treat an unborn child in the same way because they too , as a person , have a right to “ bodily autonomy ? ”","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'FETAL/NEWBORN RIGHTS']",train
Would we have loved and cared for a baby born blind or a child who got injured along the way ?,['FETAL DEFECTS/DISABILITIES'],train
A baby that is killed probably could have been a doctor or the president of the United States if it was n't killed .,"['CONSEQUENCES OF CHILDBIRTH', 'FETAL/NEWBORN RIGHTS']",train
"They killed the baby , directly , and removed his / her body from the mother ' s body ( if the method of killing was a D & C or a D & E , s / he was essentially dismembered within the womb ) .",['FETAL/NEWBORN RIGHTS'],train
"To understand this proposal , it helps to notice that the baby ’s death contributes nothing to the objective sought ; indeed , the procedure is exactly the same if the baby has already died .",['OTHER'],train
"not survive given where science is in this day and age in preserving premature babies , but my intention is to treat the mother ’s disease , not to kill the baby . ”","['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH', 'FETAL/NEWBORN RIGHTS']",train
Legalized abortion could turn babies into science experiments .,['FETAL/NEWBORN RIGHTS'],train
"In 1960 Dr. Mary Calderone , a former medical director for Planned Parenthood , estimated that 9 out of 10 illegal abortions were done by licensed doctors : "" they are physicians , trained as such ... Abortion , whether therapeutic or illegal , is in the main no longer dangerous , because it is being done well by physicians . """,['ILLEGAL ABORTIONS'],train
"She championed the "" science "" of eugenics , ridiculed God and marriage , and founded Planned Parenthood , which has grown to become the largest abortion-provider in America .",['MORAL/ETHICAL VALUES'],train
How can any woman want to scale back on the abortion license given them by the U.S. Supreme Court 42 years ago ?,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Nevertheless , should n't a woman considering abortion know about the potential damage it could do to her own body ?",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
"The side effects of abortion may be life threatening including cancer , heart disease , and death during surgery .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
"Establishing legal limits to the current "" absolute right to abortion "" will mean fewer abortions , and that is to the good of women , children , families , and society .",['OTHER'],train
"A 2012 Lancet study found that regions with restricted abortion access have higher rates than more liberal areas , and restricted regions had a much higher incidence of unsafe abortion .",['ILLEGAL ABORTIONS'],train
"G. Davidson Smith of Canadian Security Intelligence Service defined anti-abortion violence as "" single issue terrorism "" .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Try to find an opportunity to mention that many people have found hope and healing after abortion through programs like Project Rachel , established by the Catholic Church to serve all people regardless of religious affiliation .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
This is absolute unbridled nonsense of the highest order - the abortion-breast-cancer conjecture ( ABC ) was championed by prominent born-again Christian and anti-abortion campaigner Dr Joel Brind in the early 1990s .,['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
""" A 2013 Chinese study published in the peer-reviewed Indian Journal of Cancer found an association between breast cancer and a history of abortions .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
"The jarring disconnect between scientific best evidence and the practices enforced by legislation is worrying , expressed with weary regret by the Guttmacher institute : “ ... anti-abortion activists are able to take advantage of the fact that the general public and most policy-makers do not know what constitutes “ good science ... to defend their positions , these activists often cite studies that have serious methodological flaws or draw inappropriate conclusions from more rigorous studies ” .",['OTHER'],train
"Since we do n't know when human life begins , the argument went , we can not impose restrictions .",['FETAL/NEWBORN RIGHTS'],train
"- By terminating a life , can we justify our acts ?",['FETAL/NEWBORN RIGHTS'],train
"True , terminating life will always be morally wrong even if it can be argued valid .",['FETAL/NEWBORN RIGHTS'],train
"If a being has such a future , then ( according to the argument ) killing that being would seriously harm it and hence would be seriously wrong .",['FETAL/NEWBORN RIGHTS'],train
"On this account , killing an adult human being is wrong because it deprives the victim of a future like ours — a future containing highly valuable or desirable experiences , activities , projects , and enjoyments .",['FETAL/NEWBORN RIGHTS'],train
