sentence,labels
"When it comes to new plants being built now in Europe , "" the outlook there is discouraging as well — you ' re seeing patterns of cost increases as well , "" Nogee said .",['COSTS']
If the industry does not pay the total costs of disposing of nuclear waste and ensuring it is safe for thousand of years then this is a subsidy .,"['ENERGY_POLICY', 'WASTE']"
"As nuclear plants are notorious for cost overruns , the higher figure is much more likely .",['COSTS']
Some people say it ' s going to be in responsible hands but if the nuclear power gets in the wrong hands it can all go wrong .,['OTHER']
"This instability at the heart of the production of nuclear power , combined with the long-lived and extreme toxicity of the resulting byproducts , leads to the second insurmountable issue with nuclear power : its expense .",['COSTS']
"The more nuclear power plants ( and nuclear waste storage shelters ) are built , the higher is the probability of a disastrous failure somewhere in the world . """,['ACCIDENTS/SECURITY']
All of these services and added materials cost money -- on top of the high costs required to build a plant .,['COSTS']
"April 16th , 2006 : "" [ Claim ] Nuclear energy is expensive .",['COSTS']
"These administrations and included materials cost cash – on top of the high expenses needed to put together a plant , which may make it less desirable to invest in .",['COSTS']
Nuclear power stations are expensive : Nuclear power is by far the most expensive form of energy that has ever been carried out on an industrial scale .,['COSTS']
And it costs the federal government NOTHING more than backing the loans .,['ENERGY_POLICY']
"Nuclear : The crowning mother of expenses , nuclear is the blunt force of power generation for things like super-heavy industrial use or large cities .",['COSTS']
"Still , the greatest stumbling block nuclear power might face is cost .",['COSTS']
"In the case of a nuclear disaster , most of the damages will be paid by society and not the companies ' insurances .",['ACCIDENTS/SECURITY']
"In other words , the operation of a nuclear plant is premised on constant control over a fundamentally uncontrollable process .",['ACCIDENTS/SECURITY']
"Nuclear waste disposal is costly Digging massive holes in mountains , transporting nuclear waste to these designated waste areas , and monitoring the waste areas for radiation leakages are all significant costs associated with nuclear energy .","['WASTE', 'COSTS']"
To maintain the current proportional contribution of nuclear power would require building eighty new nuclear plants in the next 10 years — commissioning one every 6 weeks !,['OTHER']
"Although construction of safe nuclear power plants may be feasible , and may help meet rising energy needs in the short term , ignoring the longer term implications of nuclear power may lead to even bigger problems .","['ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY', 'RELIABILITY']"
Rising capital and operating costs are making new projects more and more unattractive .,['COSTS']
"Sizewell B , the UK ’s most recent power station cost the taxpayer around £ 3.7 billion just to install Decommissioning and cleaning up all of our current nuclear sites is costing more than £ 70 billion .",['COSTS']
A new nuclear power station will take at least 10 years to build and longer to generate electricity .,['COSTS']
The cost of decommissioning will be an enormous sum and the final total is unknown .,['COSTS']
"If the nuclear energy option is ignored , nations would have to pay a larger bill to achieve their goals , Fawcett said .",['COSTS']
"The production of electricity from splitting apart uranium atoms is an inherently unstable process liable at any moment to run away , out of control .",['ACCIDENTS/SECURITY']
The report goes on to say : “ The risks faced by developers [ of new nuclear plants ] … are so large and variable that individually they could each bring even the largest utility company to its knees financially . ”,['COSTS']
"The more nuclear power plants ( and nuclear waste storage shelters ) are built , the higher is the probability of a disastrous failure somewhere in the world .","['WASTE', 'ACCIDENTS/SECURITY']"
They say no one knows whats going to happen to the nuclear energy but if it ' s in a good place and no one does anything dangerous with the nuclear power it will be finePeople also say we will sell it to other countries for money I think that ' s a good idea because our country would have more money .,['ENERGY_POLICY']
"Consequently , the government has to subsidize the costs .",['ENERGY_POLICY']
"While the average construction time is seven years , eight of the reactors have been under construction for more than 20 years .",['COSTS']
It is now asking for $ 100 billion .,['OTHER']
"Nuclear plant construction runs over-time and over-budget "" The case against nuclear power "" .",['COSTS']
"Wall Street wo n’t finance one unless taxpayers co-sign , and the nuclear industry tried and failed to obtain more than $ 100 billion in federal loan guarantees .",['ENERGY_POLICY']
But increasing reliance on nuclear power is one of the costliest ways to achieve that goal .,['COSTS']
Critics also say that it can take decades to put an effective nuclear program into action ( 12 ) .,['COSTS']
"Nuclear energy relies too heavily on subsidies / taxpayers "" The Case Against Nuclear Power "" .",['ENERGY_POLICY']
"If one were to try and figure out how much a new plant might cost by looking at the last generation of nuclear power plants , "" on average , cost overruns there were equal to three times the pre-construction projections , so if it was supposed to cost $ 1 billion , it cost $ 3 billion , "" he explained .",['COSTS']
Technically less advanced countries with nuclear power stations increases the safety risks .,['ACCIDENTS/SECURITY']
That ’s because a Construction / Operating Licensing would never be granted to a reactor configuration that could potentially continue to fission under certain accident scenarios ( the result of fuel having a positive temp .,['ACCIDENTS/SECURITY']
They know it is both far too dangerous and far too expensive .,"['COSTS', 'ACCIDENTS/SECURITY']"
"Such a release could cost up to $ 2.1 trillion , and would force the permanent relocation of 11.1 million people . """,['COSTS']
"[ ... ] Worldwide , the cost of building a nuclear reactor is consistently two to three times higher than the nuclear industry estimates .",['COSTS']
Building nuclear power plants takes too long It can take between 20 to 30 years to move from the planning to the opening of a nuclear reactor .,['COSTS']
The price tag for a new nuclear reactor is the biggest obstacle .,['COSTS']
"The costs of evacuation and environmental remediation , and those of the loss of usable land , could be enormous .",['COSTS']
"The Price-Anderson Nuclear Industries Indemnity Act , first passed in 1957 and last renewed in 2005 , restricts any costs payable by utility companies in the event of a nuclear accident to $ 12.6 billion .",['ENERGY_POLICY']
"January 24 , 2008 : "" Despite its promise more than 50 years ago of energy “ too cheap to meter , ” the nuclear power industry continues to be dependent on taxpayer handouts to survive .","['ENERGY_POLICY', 'COSTS']"
"In a recent estimate , the UK government calculated that cleaning up the country ’s ageing nuclear facilities will exceed 73 billion pounds ( USD 100 billion ) .",['COSTS']
"Building new nuclear plants would mean the production of much more of this dangerous waste with no where for it to go . """,['WASTE']
"January 8 , 2008 : "" Nuclear is not an available power source in the Philippines , and , given the DOE ’s power forecasts , a nuclear plant will be a poor choice to meet power demand because it takes too long to build .","['COSTS', 'RELIABILITY']"
